initial_ang_1,initial_ang_2,initial_ang_3,initial_ang_4,initial_ang_5,target_pos_x,target_pos_y,target_pos_z,final_ang_1,final_ang_2,final_ang_3,final_ang_4,final_ang_5,algorithm
0,0,0,0,0,168.599,455.725,318.696,1.21634,0.190119,6.10399,2.26406,6.04635,NN_Adam
0,0,0,0,0,-139.896,-322.015,174.262,1.16077,1.91469,1.60076,1.52125,2.38972,PSO_Adam
0,0,0,0,0,-135.05,341.886,372.363,1.94694,0.58925,1.06746,6.2176,2.10632,NN_Adam
0,0,0,0,0,269.31,-155.642,241.926,5.7591,1.57159,5.32736,0.266524,2.12145,NN_Adam
0,0,0,0,0,-67.9962,376.871,426.859,1.74913,6.23567,0.80105,1.92725,5.86181,NN_Adam
0,0,0,0,0,89.616,233.862,458.672,1.20474,0.339378,1.89025,0.122057,1.11525,NN_Adam
0,0,0,0,0,122.824,476.522,342.176,1.31849,0.16363,0.194344,1.81152,6.04635,NN_Adam
0,0,0,0,0,-327.298,-114.487,95.9078,0.336431,2.38452,0.648278,2.5931,2.19846,NN_Adam
0,0,0,0,0,-379.626,126.542,334.819,2.81997,0.407521,1.10746,0.0170807,1.85705,GA_Adam
0,0,0,0,0,-15.6587,249.731,371.036,1.63304,6.26803,0.169474,3.32005,2.88994,DE_Adam
0,0,0,0,0,-242.521,164.592,557.116,2.54513,1.32446,6.13392,1.06542,5.22652,SGO_Adam
0,0,0,0,0,217.495,18.9469,138.76,0.0868252,5.33629,3.56469,5.46834,4.41988,NN_Adam
0,0,0,0,0,-85.0369,337.281,22.0546,1.81763,0.374853,6.14858,6.22513,5.53761,TLBO_Adam
0,0,0,0,0,7.17595,-2.95199,152.03,5.89365,1.84702,4.75988,5.42333,5.42025,NN_Adam
0,0,0,0,0,-175.278,-90.1772,475.181,0.475042,1.20322,1.02185,2.1281,0.674168,GA_Adam
0,0,0,0,0,147.196,377.132,256.472,1.19855,0.0551292,5.54416,3.282,6.04635,NN_Adam
0,0,0,0,0,-457.102,149.263,164.695,2.8259,0.368133,5.11285,2.64677,4.00119,NN_Adam
0,0,0,0,0,176.756,25.7919,499.973,0.144528,1.6488,4.5025,3.16329,2.66677,NN_Adam
0,0,0,0,0,-70.9033,-188.469,134.315,1.21078,3.40934,2.03946,4.91519,1.63903,SGO_Adam
0,0,0,0,0,-28.7483,99.0239,439.863,1.85323,5.97714,1.90568,1.88781,1.34874,SGO_Adam
0,0,0,0,0,-10.4218,296.544,226.843,1.60587,0.814675,0.624231,5.54128,6.10266,NN_Adam
0,0,0,0,0,25.1816,253.007,443.392,1.47153,0.288043,1.97535,0.0576956,1.11525,NN_Adam
0,0,0,0,0,71.589,-155.591,258.491,5.1435,1.23998,2.18701,4.44004,2.24423,NN_Adam
0,0,0,0,0,-344.452,150.942,414.419,2.7285,0.466293,1.13073,0.265741,1.85705,NN_Adam
0,0,0,0,0,-98.4895,372.144,217.604,1.82915,5.33068,1.11319,2.34641,3.73939,NN_Adam
0,0,0,0,0,124.287,-219.029,196.585,5.2283,0.534268,2.81655,4.49705,2.24423,NN_Adam
0,0,0,0,0,-282.787,-236.096,38.9458,0.695731,2.87565,1.5735,0.348038,0.299634,SGO_Adam
0,0,0,0,0,-62.7289,266.495,120.564,1.80179,4.64423,1.2647,2.89958,1.8278,NN_Adam
0,0,0,0,0,-300.13,355.7,217.409,2.27152,0.12601,0.892571,0.252786,5.78189,NN_Adam
0,0,0,0,0,205.772,117.549,566.633,0.518587,0.708645,1.05561,0.834566,1.39325,NN_Adam
0,0,0,0,0,-349.049,-7.58254,372.304,3.1633,6.27663,1.833,0.199473,6.17142,SGO_Adam
0,0,0,0,0,-449.079,-218.644,128.084,3.59453,0.33302,6.22203,0.789929,1.51291,DE_Adam
0,0,0,0,0,-132.043,-292.684,506.384,1.14646,2.20835,0.116381,1.70905,1.04831,NN_Adam
0,0,0,0,0,122.581,235.69,116.247,1.09098,4.06148,2.14899,2.13308,2.3989,PSO_Adam
0,0,0,0,0,125.372,-232.156,538.377,2.06574,1.87604,0.319558,1.8524,1.21357,NN_Adam
0,0,0,0,0,-150.433,-228.853,193.512,0.989072,1.71802,2.4759,0.469813,1.74789,NN_Adam
0,0,0,0,0,196.523,119.681,2.20439,0.546727,1.16578,3.41205,2.49249,1.80483,NN_Adam
0,0,0,0,0,157.492,47.1159,238.458,3.43224,3.11108,1.34553,5.00619,1.13796,NN_Adam
0,0,0,0,0,-35.3485,521.337,14.184,1.63842,5.95776,0.0498622,1.63098,3.06819,NN_Adam
0,0,0,0,0,98.7809,261.212,337.042,1.2092,1.35743,0.0797181,5.96295,2.76102,PSO_Adam
0,0,0,0,0,79.8159,-95.7658,110.82,5.40701,3.15771,1.93023,3.20224,3.81945,NN_Adam
0,0,0,0,0,-24.4036,-471.401,346.385,4.6603,0.782901,6.09033,1.04967,1.35964,SGO_Adam
0,0,0,0,0,438.057,-136.333,413.694,5.98141,0.375718,0.15032,1.75591,1.56503,SGO_Adam
0,0,0,0,0,-128.357,461.922,282.754,1.84171,6.00379,0.591493,1.93932,3.73939,NN_Adam
0,0,0,0,0,156.698,285.83,179.402,1.06903,4.6792,2.1009,1.6741,2.3989,NN_Adam
0,0,0,0,0,160.821,334.384,123.008,1.12216,4.78184,1.91595,1.51351,2.3989,NN_Adam
0,0,0,0,0,126.063,424.887,409.94,1.282,0.271931,0.121205,2.07195,6.04635,NN_Adam
0,0,0,0,0,469.002,70.4775,53.2688,0.149104,6.2749,0.408538,0.43905,0.577709,SGO_Adam
0,0,0,0,0,-364.966,-374.875,196.978,3.94025,6.14247,0.626046,1.12529,2.91096,SGO_Adam
0,0,0,0,0,-2.35058,18.3689,507.211,4.8395,2.96532,4.39196,1.896,2.9301,NN_Adam
0,0,0,0,0,357.696,-175.727,174.885,2.68481,3.817,5.63327,0.91385,5.67902,GA_Adam
0,0,0,0,0,-213.352,-262.287,86.8823,0.887815,2.29575,1.97522,0.691462,1.74789,NN_Adam
0,0,0,0,0,223.919,275.657,218.14,0.888448,5.01412,1.95814,1.54095,2.3989,NN_Adam
0,0,0,0,0,154.084,-432.48,268.115,1.91294,2.82247,0.0637713,1.6488,3.70463,PSO_Adam
0,0,0,0,0,181.633,-279.842,427.021,2.14641,1.82526,0.913542,1.61083,4.20914,NN_Adam
0,0,0,0,0,-102.579,-242.025,256.264,1.16987,1.59831,2.45352,0.375926,1.74789,NN_Adam
0,0,0,0,0,-387.204,208.822,267.874,2.64688,0.411346,0.72443,0.138111,0.534823,NN_Adam
0,0,0,0,0,-119.29,133.884,62.1696,2.29852,0.276754,2.45803,4.13889,3.34738,NN_Adam
0,0,0,0,0,121.49,-248.077,33.9561,5.16773,1.48278,3.94395,1.56228,3.52788,NN_Adam
0,0,0,0,0,94.1376,-161.424,467.321,2.09839,1.13451,1.06741,2.17797,1.21357,NN_Adam
0,0,0,0,0,-237.436,44.3481,496.553,2.9566,0.547467,6.1663,2.92579,2.58357,NN_Adam
0,0,0,0,0,-496.747,115.604,276.337,2.91272,0.0529346,0.582408,1.12471,2.24488,NN_Adam
0,0,0,0,0,68.4784,1.17091,630.311,0.0170729,1.05172,0.747395,1.392,1.04162,DE_Adam
0,0,0,0,0,-332.956,175.749,212.584,2.6556,0.625897,0.501298,5.98204,0.534823,NN_Adam
0,0,0,0,0,120.12,390.419,234.261,1.27215,6.28131,5.53039,3.29977,6.04635,NN_Adam
0,0,0,0,0,-267.275,222.923,71.6074,2.4464,0.145049,0.750719,5.75038,6.1074,NN_Adam
0,0,0,0,0,415.839,-28.1293,253.268,6.21543,0.193409,1.21564,6.18066,2.90092,NN_Adam
0,0,0,0,0,-362.132,-177.984,248.539,0.456667,2.3665,1.2989,0.764424,1.35559,PSO_Adam
0,0,0,0,0,270.881,-385.677,197.759,5.32423,0.738376,4.89999,2.3411,1.85859,SGO_Adam
0,0,0,0,0,226.634,-250.859,168.501,2.30547,2.55086,6.08749,3.18585,2.18641,SGO_Adam
0,0,0,0,0,167.77,65.9665,123.72,0.374407,0.700475,6.20477,5.27953,6.01214,NN_Adam
0,0,0,0,0,-63.9737,-350.314,380.695,1.39012,2.19802,1.17784,0.639754,6.18759,SGO_Adam
0,0,0,0,0,146.155,350.967,484.76,1.176,0.387628,0.299412,1.97968,0.406968,NN_Adam
0,0,0,0,0,51.8875,-132.774,617.542,1.94329,1.73996,0.155441,1.75706,1.21357,NN_Adam
0,0,0,0,0,-360.19,-184.296,69.3598,0.472822,2.63668,0.608832,2.1571,2.19846,NN_Adam
0,0,0,0,0,88.2765,-425.775,111.332,1.7751,2.98967,0.89388,0.680523,1.91293,NN_Adam
0,0,0,0,0,63.6011,-86.9342,402.255,2.20233,0.41083,1.82798,2.06004,1.00602,NN_Adam
0,0,0,0,0,-309.94,-274.452,86.5916,0.72436,2.81314,1.2388,0.677644,0.299634,NN_Adam
0,0,0,0,0,-29.4987,-259.318,173.476,1.45736,1.38847,1.87813,1.97136,4.46658,NN_Adam
0,0,0,0,0,-45.4532,-230.818,480.093,1.37628,1.51704,1.52206,0.815388,5.84546,SGO_Adam
0,0,0,0,0,255.837,33.7249,553.606,0.130981,1.325,5.3175,2.4981,2.66677,NN_Adam
0,0,0,0,0,315.542,204.197,258.82,0.574047,0.516579,0.94688,5.91758,1.17984,NN_Adam
0,0,0,0,0,-37.5591,-219.044,30.1335,4.54245,3.87686,1.67725,2.66068,3.81945,NN_Adam
0,0,0,0,0,-96.4169,218.029,105.94,1.98705,4.478,1.27427,3.06019,1.8278,NN_Adam
0,0,0,0,0,-106.356,-36.8033,62.4725,0.3333,6.24211,4.07604,0.552603,0.456545,NN_Adam
0,0,0,0,0,-112.637,-272.491,522.585,1.17847,2.06001,0.158195,1.84664,1.04831,NN_Adam
0,0,0,0,0,290.965,40.2495,173.38,0.137511,5.73452,2.8386,5.58958,4.41988,NN_Adam
0,0,0,0,0,-198.849,335.82,494.05,2.10517,0.577846,0.498537,1.21486,0.768244,SGO_Adam
0,0,0,0,0,357.848,-199.476,162.945,2.63297,3.79382,5.66728,0.976926,5.67902,NN_Adam
0,0,0,0,0,196.219,-399.914,216.799,2.02658,2.6402,0.211268,2.06077,3.70463,NN_Adam
0,0,0,0,0,3.37318,-319.214,81.1886,1.58139,2.65892,0.0324687,3.14775,1.70482,SGO_Adam
0,0,0,0,0,13.7848,356.022,102.316,1.53205,4.84756,1.23625,2.443,2.09764,PSO_Adam
0,0,0,0,0,-309.032,-233.525,67.5179,0.646999,2.83773,1.45514,0.430738,0.299634,NN_Adam
0,0,0,0,0,-147.325,472.391,72.0385,1.87287,5.60825,0.419698,2.08622,3.06819,NN_Adam
0,0,0,0,0,339.132,-249.087,328.705,2.50805,2.40476,0.302165,1.90988,2.59462,NN_Adam
0,0,0,0,0,332.51,8.51868,84.5692,0.0254206,0.11153,0.992597,5.57969,5.77595,GA_Adam
0,0,0,0,0,268.957,12.0805,469.459,0.0445786,1.15674,4.88154,3.18728,2.66677,NN_Adam
0,0,0,0,0,-193.649,-173.179,521.377,0.729479,1.69567,0.664637,1.73694,0.674168,NN_Adam
0,0,0,0,0,144.116,-286.603,31.1148,5.17812,1.2205,4.11914,1.73844,3.52788,NN_Adam
0,0,0,0,0,-129.148,28.8441,406.298,6.06345,0.744583,1.32614,2.47583,0.947702,NN_Adam
0,0,0,0,0,-57.6454,-447.891,365.657,4.58427,0.846272,6.18869,0.866763,1.35964,NN_Adam
0,0,0,0,0,-40.8167,-28.9547,285.794,3.75849,0.796905,4.50475,4.99357,5.22858,TLBO_Adam
