mic1_amp,mic2_amp,mic3_amp,tdoa_12,tdoa_13,tdoa_23,target_x,target_y,target_z
0.7481056954055036,0.8730829123863574,0.6965268813756877,-0.0002837492949104256,6.016839617336437e-05,0.0003474991320063501,0.6465923503391102,-0.4115345159657908,0.876037134944476
2.188039158944995,2.6033320863516782,1.9294242374445194,-0.00016210056038176186,0.0001389520301209103,0.0002877206689725849,0.28298515083412634,-0.22462223964258143,0.5740222900082144
0.8701501274893987,0.9067709576574108,1.0891052127833016,-6.827432545157513e-05,-0.0003335130374550452,-0.00027435421138517134,0.2286617385534908,0.6635965376912871,0.8128963372235402
1.3207460302165674,0.9128646929943524,0.9383652656387796,0.0004935072769224195,0.0004727976026242671,-4.005821118705397e-05,-0.7116439118514524,-0.34937158402133717,0.35622079903534676
0.8178903130621143,1.0144786048203325,1.18511048650751,-0.00033894009563591507,-0.000578427841090318,-0.00023091115791514742,0.7073438394748335,0.8561798816912132,0.016606012360123934
0.8200308451523851,1.1051008480936868,0.8332835658384559,-0.000466044610449743,-5.115862673030355e-05,0.0004029761435524665,0.9284811992102184,-0.29917338772058,0.5278722398989338
1.0859892222491616,1.2492122229052571,0.8482705994012376,-0.0001702869906541322,0.00035810245212570353,0.0005521951281273782,0.3824960218988309,-0.8328992694499595,0.28426420027986865
0.9578416696335492,0.7717455661174432,0.834762879031254,0.0003587931205351331,0.00026968031853715456,-8.330358022731366e-05,-0.5630651639138256,-0.13283429804609925,0.841248261381878
1.9864165948153223,3.170200383607676,3.4486976962432747,-0.00042021771895136076,-0.0005133622155273955,-7.479491138915385e-05,0.569829316937734,0.4087533604880651,0.1072564657303281
0.5375991179904898,0.44948888477817656,0.4247570383676947,0.00041422961076221853,0.0005087197607920261,0.00010663444092034977,-0.8991067928816365,-0.8437565723166964,0.572559484692923
1.055654921812894,0.866089430664553,0.7682711202918014,0.00032133909810109026,0.000509297934801744,0.00019501863408155683,-0.44176606362859516,-0.7048399584161524,0.49993471007792045
2.65403038737731,2.014384734804642,1.5447379476719334,0.0002667303788320279,0.0005447612861301105,0.00027985414486026664,-0.20199286038153308,-0.5284582968793965,0.23797871618374355
2.507885416365788,4.758618615563141,2.731513159902342,-0.0005059884811736084,-7.24490227408579e-05,0.00043941780570867236,0.5710990536169163,-0.1233421441590774,0.23802926742670494
1.4221655018698156,1.7036302739262703,1.8223647108409748,-0.0002153634786619718,-0.0002899477538393811,-6.77608239425388e-05,0.39126900604879533,0.33999108341339546,0.6605994330473963
1.0160611722139872,0.9195285293905355,1.3134935108235266,0.00015791244236984384,-0.00035915088566391143,-0.0005141723257788114,-0.19338740296253265,0.8550164399451583,0.45085412501733024
1.5515821230860312,1.4209653442057413,2.2488479484239927,9.415168320784879e-05,-0.00039381151123645615,-0.00049801566706475,-0.04000825538536579,0.7137993664227846,0.3627908491580091
1.6743636386607677,2.5592570247476147,1.6661103079212671,-0.0004259937422079428,1.679293807892885e-05,0.00044482405564034354,0.6159671400701399,-0.2545812893631203,0.3882574496989647
1.401786508983931,1.3100714047175654,0.9955840967578666,0.00010218276170299462,0.00043052315247276183,0.0003563549520736037,-0.04380460367291672,-0.6818061122943659,0.49107789035495675
1.2785672566253554,1.1488244655325277,0.9031022276707741,0.00012639759886382598,0.000487557468988863,0.000374684100629769,-0.09262906773392143,-0.7658666424125291,0.4402194226979127
2.7012668927433134,1.5499459971935927,1.9822837754110105,0.000578073651590878,0.00030732885713029095,-0.0002667901327465326,-0.5886350691668389,0.07495169467988316,0.13885070359625318
3.2307808472121957,7.714508988654604,3.854641185338712,-0.0005628335177756421,-0.00014573065604505243,0.00044577298897533727,0.5511867175052856,-0.05620271267351917,0.05519242467233698
1.171562275817124,0.7891192983938616,0.9111718518870301,0.0005698845872079184,0.0003222057060896023,-0.0002333828054344809,-0.9234673568888494,-0.0005130247366889051,0.08137619938378615
0.8187765430199617,0.9770863819586262,0.7902551426571636,-0.00026896227827241274,1.667926994223276e-05,0.00030879464385350874,0.6222849071401997,-0.29653096436933657,0.8676307509000363
0.92963347505025,1.1109220484280633,0.7599270519459252,-0.0002432558499348751,0.0003189092872029278,0.0005703587540250447,0.5268963377025591,-0.8934086107059245,0.05632481228086739
1.747259276460958,1.6046960664237493,2.7602189140495135,8.886713234208331e-05,-0.00045883651967844644,-0.0005422921651679568,-0.0018398881436831882,0.740738655501497,0.17126622090835641
0.7470838900824122,0.5604598686304487,0.6747916742773107,0.0004885324120039964,0.00017292330885541792,-0.0003213817049741314,-0.936077224229741,0.27877512050673836,0.6109148740050526
